  3 + -0.317419,
  3 + -0.198654,
  3 + 0.955435,
  3 + -0.23876,
  1 + -0.88292,
 -5 + -0.511151,
  3 + 0.779996,
  3 + -0.443377,
 -1 + -0.192438,
 -5 + 0.811447,
 -7 + 0.634155,
  1 + -0.762404,
  3 + 0.731365,
  5 + 0.783236,
  5 + -0.307317,
  7 + 0.482175,
  7 + -0.539608,
  7 + -0.775192,
  1 + -0.560785,
 -7 + 0.206625,
 -5 + -0.038118,
 -5 + -0.228189,
  1 + 0.462362,
 -5 + 0.72833,
 -1 + 0.622996,
 -3 + 0.998274,
  5 + 0.142163,
 -7 + 0.618011,
  3 + 0.122273,
 -7 + -0.483532,
 -1 + -0.854097,
 -5 + 0.108088,
  7 + -0.193228,
  3 + 0.648767,
 -3 + -0.656924,
 -7 + -0.991222,
 -3 + -0.25652,
  3 + -0.269033,
 -1 + 0.324665,
 -1 + 0.107827,
 -5 + -0.0475933,
 -5 + -0.99274,
 -5 + -0.30318,
 -3 + -0.747831,
 -3 + -0.203781,
  3 + -0.010757,
  7 + 0.0734757,
  7 + -0.761203,
 -7 + 0.389509,
  1 + -0.25976,
 -1 + 0.965806,
  7 + 0.526324,
 -1 + -0.298331,
 -3 + 0.410725,
 -1 + 0.00752225,
  5 + -0.455632,
  1 + -0.884761,
  7 + 0.602377,
  7 + 0.555917,
  3 + -0.160695,
 -7 + -0.567533,
  3 + 0.758232,
  1 + -0.587694,
 -7 + 0.414466,
 -7 + -0.652491,
  1 + 0.0124494,
 -7 + 0.389889,
  7 + 0.227003,
  1 + 0.242753,
 -7 + 0.913462,
 -3 + 0.691642,
 -5 + 0.75989,
  1 + -0.596777,
 -3 + -0.752662,
  3 + -0.108642,
  7 + -0.60189,
  7 + 0.511322,
 -3 + -0.24478,
  7 + -0.849058,
 -1 + -0.845527,
 -7 + -0.572068,
 -5 + -0.661012,
  5 + -0.701889,
  7 + 0.822228,
  1 + -0.00200901,
  5 + -0.71468,
  5 + 0.691151,
  7 + 0.561903,
  3 + -0.527991,
 -1 + -0.867353,
  3 + -0.728324,
  5 + -0.813234,
  1 + -0.966217,
  1 + 0.0669532,
  7 + 0.905965,
 -3 + -0.937283,
 -3 + 0.774056,
  3 + -0.384885,
 -7 + 0.175322,
 -3 + 0.309913,
 -5 + 0.251167,
 -1 + 0.381753,
  3 + 0.00625176,
 -7 + 0.56373,
 -3 + 0.63392,
  3 + 0.762169,
  7 + 0.0347039,
 -3 + -0.935108,
 -1 + -0.114944,
  1 + -0.424213,
  1 + 0.0317198,
 -3 + 0.2139,
 -5 + 0.0530905,
 -7 + -0.36603,
 -5 + -0.851717,
 -7 + 0.414219,
 -1 + -0.397429,
 -3 + -0.995697,
 -7 + -0.328063,
 -1 + -0.604664,
  7 + -0.45941,
  3 + 0.718596,
 -7 + -0.377836,
 -1 + 0.915331,
  7 + -0.730175,
 -1 + -0.51083,
  7 + -0.923481,
  1 + 0.102495,
 -1 + 0.1293,
 -3 + 0.812872,
 -5 + 0.066343,
 -1 + -0.578684,
  1 + 0.926482,
 -7 + 0.10389,
  5 + -0.462554,
 -5 + -0.108,
  5 + -0.471902,
  7 + -0.34884,
  5 + 0.719192,
 -7 + -0.763765,
 -3 + 0.257366,
 -5 + -0.623314,
 -7 + 0.0467943,
  5 + -0.646451,
  7 + 0.54531,
  3 + -0.955682,
 -5 + -0.432122,
  3 + -0.886357,
  1 + 0.088559,
  5 + -0.975894,
  5 + -0.105386,
 -3 + 0.0978638,
  1 + -0.199998,
  5 + 0.0380346,
  3 + 0.427315,
 -3 + 0.214304,
 -5 + -0.566543,
 -7 + -0.380715,
 -3 + -0.877135,
 -5 + 0.267701,
 -3 + -0.03107,
 -3 + 0.595488,
 -1 + 0.322574,
 -5 + 0.559362,
  1 + -0.0401364,
 -7 + 0.528057,
  5 + -0.319427,
 -1 + 0.357237,
  7 + 0.222854,
 -5 + -0.432566,
  1 + -0.998243,
  7 + 0.742835,
  3 + -0.182255,
  3 + -0.471161,
  3 + 0.606823,
 -7 + 0.974148,
  5 + -0.667598,
  1 + -0.811568,
  1 + -0.936551,
  7 + -0.530943,
  5 + 0.908057,
 -7 + 0.895185,
  5 + 0.711135,
  1 + -0.95896,
  1 + 0.83532,
  1 + 0.14732,
  3 + 0.90921,
 -1 + -0.30945,
 -1 + -0.869543,
 -7 + -0.360646,
  1 + 0.357157,
 -3 + -0.514692,
  5 + 0.896144,
 -1 + -0.196886,
 -5 + -0.319624,
 -1 + -0.472977,
 -1 + -0.784624,
 -1 + -0.281646,
 -5 + -0.559682,
  3 + 0.391078,
  7 + 0.306199,
 -3 + 0.962734,
 -7 + -0.11162,
 -7 + 0.357581,
  3 + 0.0805047,
  3 + -0.922337,
  1 + 0.232492,
 -5 + -0.574144,
 -1 + 0.710829,
  7 + -0.284843,
 -1 + 0.831973,
 -1 + -0.336799,
 -3 + -0.745866,
 -5 + -0.645711,
  5 + 0.0646029,
 -3 + 0.252552,
  5 + -0.48003,
 -5 + 0.299438,
  7 + 0.738929,
 -5 + 0.40337,
  5 + 0.605547,
 -3 + -0.525722,
  1 + -0.326724,
  1 + -0.515053,
  5 + 0.261516,
 -7 + 0.320474,
 -1 + -0.521487,
 -5 + 0.903239,
 -3 + -0.403525,
  7 + 0.0639151,
  3 + 0.359482,
  3 + 0.823776,
  5 + 0.0387504,
 -7 + 0.109849,
  3 + -0.097467,
 -5 + -0.832645,
 -5 + 0.526237,
  7 + 0.438123,
  3 + -0.519244,
  1 + -0.0476922,
  3 + 0.191197,
 -7 + -0.534928,
  3 + 0.462164,
  7 + -0.895527,
 -1 + 0.473474,
 -7 + 0.146189,
  5 + -0.179909,
 -3 + -0.285322,
  5 + 0.613479,
 -1 + -0.0315166,
  7 + 0.698841,
  3 + -0.774282,
  1 + 0.818017,
  7 + -0.932623,
  3 + 0.0664446,
 -7 + 0.06308,
  3 + -0.519814,
  5 + -0.576546,
  5 + -0.267179,
 -3 + -0.837482,
  5 + -0.255068,
  5 + -0.0568383,
 -3 + 0.888405,
 -3 + -0.366288,
 -5 + -0.552696,
 -1 + 0.541689,
  7 + -0.0454361,
 -5 + 0.608489,
  3 + -0.922755,
 -5 + 0.406846,
 -5 + -0.506253,
  7 + -0.688017,
 -5 + 0.776949,
  1 + -0.378568,
  5 + -0.727209,
 -7 + 0.613322,
  5 + 0.962756,
 -7 + -0.893482,
 -7 + -0.987528,
 -7 + 0.456806,
  7 + 0.786419,
  1 + 0.034181,
 -7 + 0.790939,
 -5 + -0.0300588,
  1 + 0.1652,
 -7 + -0.481907,
  3 + 0.0991387,
 -7 + -0.564886,
  5 + 0.85039,
 -1 + 0.812973,
 -1 + -0.407522,
  7 + -0.952524,
  5 + 0.765642,
 -5 + -0.337741,
  7 + 0.957819,
  3 + -0.899041,
 -1 + -0.671052,
 -3 + 0.983954,
  1 + -0.89124,
 -3 + 0.0940522,
 -1 + 0.611417,
  7 + -0.937967,
 -1 + 0.941416,
 -1 + -0.359601,
  5 + 0.747211,
 -7 + -0.111301,
  3 + -0.640113,
  7 + 0.0550081,
  7 + -0.189345,
  3 + 0.214366,
 -5 + 0.135666,
 -5 + 0.226602,
  3 + -0.410662,
  5 + -0.843728,
 -3 + -0.371912,
 -7 + -0.989917,
 -1 + 0.690856,
 -1 + 0.0420038,
  7 + 0.00959448,
  5 + -0.815518,
  1 + 0.430825,
 -7 + 0.609881,
  5 + -0.688188,
  5 + -0.60674,
 -1 + 0.0334734,
  1 + 0.722216,
 -3 + 0.285942,
  7 + 0.519757,
  3 + -0.27104,
 -1 + 0.509289,
 -3 + -0.81976,
  5 + 0.481086,
  3 + -0.974128,
  7 + -0.337838,
  5 + 0.962801,
 -3 + -0.798452,
 -3 + 0.457351,
  1 + 0.103281,
 -1 + -0.0256317,
  7 + 0.802218,
  7 + 0.689228,
 -7 + -0.276751,
  5 + 0.404102,
 -1 + -0.860859,
 -7 + -0.0371287,
 -1 + 0.370437,
 -5 + -0.616334,
 -5 + -0.758392,
  1 + -0.454585,
  1 + -0.137519,
  7 + -0.261276,
  5 + 0.558348,
  1 + -0.948463,
 -5 + 0.523879,
 -5 + 0.555652,
 -1 + 0.840325,
  7 + 0.279812,
  5 + 0.617966,
  1 + 0.192231,
  5 + 0.132018,
 -7 + -0.11959,
  1 + -0.894721,
 -7 + -0.504819,
  5 + -0.419666,
  7 + -0.391328,
 -3 + -0.24103,
 -7 + -0.852627,
 -7 + 0.990221,
  7 + 0.822151,
 -7 + 0.170617,
  3 + 0.614475,
 -7 + 0.446277,
 -7 + -0.371819,
  1 + 0.831829,
 -5 + 0.0787276,
 -1 + -0.684313,
  3 + -0.611736,
  5 + 0.472613,
  7 + 0.730033,
 -5 + -0.811217,
  1 + -0.760817,
 -3 + 0.268843,
  5 + 0.584456,
  1 + 0.823053,
 -7 + 0.80804,
 -7 + 0.457053,
  5 + -0.577104,
 -5 + -0.224893,
 -5 + -0.107738,
 -1 + -0.51484,
  3 + -0.198893,
 -7 + 0.278753,
  7 + 0.502244,
 -1 + 0.0510433,
  1 + -0.402208,
 -7 + 0.343478,
  1 + -0.901047,
  1 + 0.369701,
 -3 + -0.944263,
 -5 + 0.386476,
  3 + -0.954781,
  7 + -0.688498,
  7 + -0.365083,
  3 + -0.776885,
 -1 + -0.598649,
  3 + -0.87102,
  1 + 0.975515,
 -3 + -0.467838,
  1 + 0.466075,
 -7 + 0.271324,
 -1 + 0.978247,
  7 + 0.112029,
 -1 + 0.601593,
 -3 + -0.412666,
  1 + -0.601096,
  5 + -0.0684049,
 -7 + 0.552019,
 -5 + 0.313324,
  5 + -0.836011,
 -1 + 0.528016,
 -3 + 0.284965,
 -3 + 0.700575,
 -5 + 0.0874079,
 -7 + -0.0126598,
 -7 + -0.276119,
  5 + -0.218603,
 -5 + -0.0014039,
 -3 + 0.189325,
  7 + 0.429569,
 -5 + 0.837003,
  3 + 0.703335,
  7 + -0.216503,
  7 + 0.0920741,
  7 + 0.750109,
 -1 + -0.322132,
  7 + -0.128556,
 -1 + 0.00373274,
 -1 + -0.17115,
  1 + 0.264227,
  3 + 0.988822,
 -1 + 0.0243255,
 -5 + 0.605084,
 -7 + 0.295968,
  5 + 0.873413,
 -1 + 0.434273,
 -5 + -0.781778,
  5 + -0.0426681,
 -5 + 0.167692,
 -1 + -0.334183,
 -1 + 0.07798,
 -1 + -0.297114,
 -3 + 0.816338,
  1 + -0.611242,
  3 + -0.423656,
  3 + -0.432077,
  1 + -0.145807,
  5 + 0.10632,
 -5 + 0.756861,
 -7 + -0.931971,
  7 + -0.397063,
  5 + 0.283628,
 -7 + 0.721398,
  7 + 0.348194,
 -3 + -0.33922,
  3 + 0.412108,
  7 + 0.510752,
 -3 + -0.263234,
 -7 + 0.485708,
  5 + 0.573377,
  3 + 0.244824,
 -7 + 0.756185,
  5 + -0.981843,
 -7 + 0.890249,
 -5 + -0.785723,
  1 + 0.429159,
  7 + 0.891205,
  5 + -0.310018,
  5 + -0.0331806,
 -7 + 0.567766,
 -7 + -0.172382,
  3 + -0.0973954,
 -1 + -0.726783,
 -7 + 0.86626,
 -3 + 0.640023,
  5 + -0.104726,
 -3 + -0.213919,
 -5 + -0.131563,
  3 + 0.108026,
  1 + 0.426832,
 -7 + 0.631181,
 -3 + -0.911012,
  5 + 0.232769,
 -3 + -0.124074,
  5 + -0.263584,
 -3 + 0.246066,
  7 + 0.833384,
 -5 + -0.798822,
  1 + -0.281957,
  1 + -0.527281,
  3 + 0.918325,
  5 + -0.872591,
 -3 + 0.987781,
  7 + -0.724259,
  7 + 0.73749,
  5 + -0.179643,
  1 + -0.480496,
 -1 + -0.0747694,
  3 + -0.162109,
  1 + 0.655518,
  5 + 0.815859,
  7 + -0.422858,
 -1 + 0.19599,
  3 + -0.601651,
  7 + -0.598413,
 -5 + -0.951473,
  7 + 0.684015,
  7 + 0.121945,
  5 + 0.330604,
 -1 + 0.800472,
 -5 + -0.892743,
 -5 + -0.0700532,
 -1 + 0.143832,
 -1 + 0.713388,
  1 + -0.253503,
  1 + -0.0462767,
  3 + 0.140933,
 -5 + 0.94534,
 -7 + 0.665662,
 -5 + 0.207102,
  3 + -0.327194,
  5 + 0.110171,
 -5 + 0.225803,
  1 + -0.900872,
 -5 + 0.0169889,
  5 + 0.152721,
  7 + 0.125242,
 -1 + 0.63948,
  7 + 0.0639926,
 -5 + -0.869524,
  7 + -0.160608,
 -1 + -0.465428,
  5 + -0.2185,
 -7 + -0.465846,
 -1 + 0.0973919,
  3 + 0.450568,
 -5 + -0.451587,
 -7 + -0.83918,
 -1 + 0.709855,
  3 + -0.86862,
  5 + 0.676479,
  7 + -0.125049,
 -1 + -0.191198,
  5 + -0.925049,
  1 + -0.521026,
 -3 + -0.0364143,
 -7 + 0.600769,
 -7 + 0.164072,
 -5 + 0.416589,
 -7 + -0.595857,
 -3 + 0.220567,
  3 + 0.0636474,
 -7 + 0.644101,
  5 + -0.775524,
 -3 + -0.192748,
  1 + 0.0538391,
  1 + 0.29524,
 -5 + 0.882538,
 -5 + -0.816844,
 -5 + 0.862396,
 -5 + 0.314402,
  1 + -0.392808,
 -3 + 0.651255,
 -1 + -0.231968,
  1 + 0.738021,
  5 + 0.84997,
 -3 + 0.186296,
  1 + 0.741231,
  1 + -0.177977,
  5 + 0.522434,
 -7 + 0.597047,
 -3 + 0.0266608,
 -5 + -0.152547,
  5 + -0.579447,
 -1 + -0.357272,
 -7 + -0.497293,
  5 + 0.869424,
 -5 + -0.0230876,
 -5 + -0.132476,
 -3 + 0.936738,
  5 + 0.558816,
 -3 + -0.0384813,
 -1 + 0.483534,
 -7 + 0.867384,
 -1 + 0.42158,
  3 + 0.420513,
  7 + -0.0754159,
 -5 + -0.379954,
  7 + 0.769618,
 -7 + 0.340938,
 -7 + -0.869991,
  3 + 0.830734,
  3 + 0.94181,
  3 + -0.130749,
  3 + 0.517635,
 -3 + -0.252298,
 -3 + -0.0496521,
  1 + 0.684225,
  1 + 0.172965,
  1 + 0.417296,
  7 + -0.466398,
  7 + -0.114508,
 -1 + -0.109476,
 -7 + 0.00148834,
  1 + 0.0949139,
  1 + 0.432791,
 -1 + -0.240929,
 -1 + 0.652485,
  5 + -0.217385,
  7 + -0.8724,
 -1 + 0.387098,
  3 + -0.444865,
 -3 + 0.184706,
  7 + -0.730551,
  7 + 0.754565,
  7 + -0.604301,
  3 + -0.119371,
 -1 + -0.28214,
  5 + 0.143776,
  3 + 0.957703,
  3 + -0.104371,
 -5 + -0.261664,
 -1 + 0.495793,
  1 + -0.734588,
 -3 + 0.628134,
 -3 + 0.817538,
 -7 + 0.361645,
  3 + 0.162489,
  5 + -0.536024,
  7 + -0.486136,
  5 + -0.776124,
 -5 + -0.629988,
  1 + -0.0367843,
 -5 + -0.493533,
 -7 + -0.725222,
 -5 + 0.492433,
  7 + 0.288113,
 -3 + -0.784857,
 -5 + 0.824698,
 -1 + -0.545993,
 -3 + -0.306256,
  1 + -0.877171,
 -1 + 0.567034,
  3 + -0.440337,
 -1 + 0.14643,
  7 + -0.755017,
 -1 + -0.832763,
  5 + -0.498979,
  3 + 0.763625,
  5 + 0.566975,
 -5 + 0.0534092,
 -5 + -0.963171,
  5 + 0.0216508,
  7 + 0.597324,
  7 + -0.441571,
  7 + 0.0347587,
  3 + 0.983787,
  1 + 0.188113,
 -1 + -0.171194,
 -7 + -0.641733,
  7 + 0.36138,
 -1 + -0.566453,
  1 + 0.882606,
  1 + 0.61524,
 -1 + -0.773541,
  3 + 0.153026,
  5 + -0.621578,
 -7 + -0.904904,
 -5 + 0.0406272,
 -5 + 0.415864,
  5 + -0.60085,
  1 + 0.727596,
 -7 + -0.0860673,
 -1 + -0.785685,
 -5 + -0.889453,
  7 + -0.141489,
 -5 + 0.04296,
 -5 + 0.564742,
 -7 + -0.12966,
 -1 + 0.841196,
 -5 + 0.71528,
  1 + -0.104704,
  1 + -0.263372,
 -7 + 0.680698,
  3 + 0.756433,
 -3 + -0.200798,
  1 + 0.027729,
 -1 + -0.464512,
  7 + -0.60066,
 -1 + 0.104495,
 -3 + 0.713626,
 -5 + -0.776119,
  3 + 0.168751,
 -1 + -0.905566,
  5 + -0.955254,
 -7 + -0.407108,
 -3 + 0.170629,
 -3 + -0.453202,
 -1 + -0.907515,
  5 + -0.210368,
 -3 + -0.98412,
 -3 + -0.798125,
  3 + -0.414919,
 -1 + -0.236897,
  3 + -0.491091,
 -5 + -0.77713,
  3 + 0.230108,
  1 + -0.796737,
  5 + -0.26121,
  3 + 0.397635,
 -1 + 0.85451,
 -3 + -0.393889,
  5 + 0.983874,
  5 + 0.942163,
 -3 + 0.74394,
  1 + 0.242709,
  3 + -0.779053,
 -1 + 0.341856,
 -7 + -0.116747,
 -7 + -0.640877,
 -1 + -0.318128,
 -7 + 0.00367009,
 -3 + 0.617172,
  7 + -0.204651,
 -5 + 0.0780388,
  7 + 0.626396,
  1 + -0.638141,
 -1 + -0.882934,
 -5 + -0.704026,
 -3 + 0.851265,
  7 + 0.0141939,
 -7 + 0.611678,
 -1 + 0.341055,
  3 + -0.405282,
 -7 + 0.993071,
 -5 + -0.0799289,
  1 + -0.967094,
 -5 + -0.893374,
  5 + -0.606802,
 -1 + -0.296088,
  3 + 0.578082,
  1 + 0.630626,
 -1 + -0.256433,
 -7 + 0.023755,
  5 + -0.565901,
  1 + -0.87536,
 -7 + 0.591114,
  3 + -0.0151382,
  3 + -0.218575,
 -1 + -0.571426,
  7 + -0.817884,
  1 + -0.105616,
 -5 + 0.226052,
  1 + -0.197419,
  1 + -0.804454,
  1 + -0.957871,
 -7 + 0.869702,
  7 + -0.118016,
 -7 + 0.231177,
 -1 + 0.143965,
 -7 + -0.544014,
 -7 + -0.125394,
 -5 + 0.66333,
 -5 + 0.0453925,
  3 + -0.445539,
 -3 + -0.841133,
 -1 + 0.406819,
  1 + 0.066009,
 -7 + -0.141267,
  7 + 0.20172,
  1 + -0.397711,
 -3 + -0.341991,
  3 + -0.66472,
 -1 + 0.1133,
 -1 + -0.0874664,
  1 + 0.460378,
 -5 + 0.833044,
 -1 + 0.694845,
 -5 + -0.814154,
  5 + 0.190124,
  5 + 0.90168,
 -3 + 0.150333,
  5 + -0.832164,
  5 + -0.623571,
  5 + 0.116979,
  7 + -0.623282,
 -3 + 0.724953,
  3 + -0.656996,
  7 + 0.0645319,
  3 + 0.0895726,
  7 + -0.776726,
 -1 + 0.318608,
  3 + 0.0496206,
 -3 + 0.0368759,
 -1 + 0.555521,
 -5 + -0.673436,
  1 + 0.0103849,
 -3 + 0.0743446,
 -3 + -0.259726,
  5 + 0.0216708,
  1 + 0.769972,
 -5 + -0.441797,
 -3 + 0.719177,
  3 + 0.576816,
  1 + -0.95444,
  3 + 0.385715,
  7 + 0.215961,
 -7 + -0.0887377,
 -3 + 0.9093,
  5 + 0.231244,
 -5 + 0.878044,
  1 + 0.237768,
 -5 + -0.224173,
  7 + 0.115184,
  5 + -0.507669,
  3 + -0.4694,
 -5 + -0.559494,
 -7 + 0.256493,
 -3 + 0.691867,
  7 + 0.760056,
 -5 + -0.0235437,
 -1 + -0.491056,
 -7 + -0.632234,
 -7 + 0.688073,
 -3 + 0.448912,
  1 + 0.806255,
  3 + 0.174302,
 -1 + 0.924295,
  1 + -0.0079971,
  7 + 0.585534,
  5 + -0.106368,
  7 + -0.647104,
 -3 + -0.232442,
 -1 + 0.103303,
  3 + -0.545308,
 -7 + 0.171427,
  1 + -0.150061,
 -5 + 0.124142,
  1 + 0.609533,
  1 + -0.51341,
  3 + 0.372706,
 -5 + 0.406665,
  3 + -0.277069,
 -3 + 0.316304,
 -7 + -0.233404,
 -7 + 0.0158354,
 -3 + -0.376876,
  1 + -0.914291,
 -3 + -0.819444,
 -7 + 0.566109,
 -5 + -0.582836,
 -5 + -0.839922,
  5 + 0.186932,
 -5 + -0.675285,
  5 + -0.957952,
 -7 + -0.784832,
 -3 + 0.403649,
  3 + 0.798144,
 -3 + -0.880645,
 -3 + 0.528126,
 -1 + -0.657318,
  3 + 0.890482,
  5 + -0.46684,
  5 + -0.566931,
 -7 + 0.81062,
 -1 + -0.0238388,
 -7 + -0.377402,
 -3 + -0.21429,
 -5 + -0.505753,
 -7 + -0.951982,
 -1 + -0.515628,
  3 + -0.871026,
 -1 + -0.838789,
 -7 + -0.725925,
  1 + 0.77047,
 -3 + 0.858867,
  5 + 0.600752,
 -3 + 0.0665514,
  1 + -0.317725,
  3 + -0.843704,
  5 + 0.219384,
 -5 + -0.586559,
  7 + -0.240551,
 -3 + -0.209033,
 -7 + 0.493641,
  7 + 0.152856,
 -7 + -0.597324,
 -1 + -0.276392,
 -1 + 0.831608,
  5 + 0.470546,
  5 + 0.330143,
 -7 + 0.642262,
 -7 + 0.977435,
 -7 + 0.313444,
 -7 + -0.10048,
  5 + 0.563594,
 -1 + -0.186187,
 -1 + -0.365659,
  1 + -0.837578,
 -5 + 0.140403,
  7 + -0.78022,
 -1 + 0.844668,
  7 + 0.375148,
  7 + -0.0498808,
  1 + 0.40211,
 -1 + 0.744509,
  3 + 0.079077,
  7 + 0.296291,
  7 + -0.27219,
 -7 + -0.660157,
 -3 + 0.915867,
 -1 + 0.102478,
  1 + -0.851214,
  7 + -0.634492,
 -5 + -0.253903,
 -5 + -0.598679,
 -7 + -0.223802,
  3 + 0.0226067,
  1 + 0.696982,
 -5 + -0.0351859,
  5 + -0.481739,
 -1 + -0.00746336,
  3 + 0.416315,
  5 + 0.321218,
  3 + -0.283638,
 -7 + 0.752743,
  3 + -0.774599,
 -1 + 0.30598,
  5 + -0.0478183,
  7 + 0.791332,
 -5 + -0.235768,
  3 + 0.292966,
 -3 + 0.414722,
  3 + -0.665212,
  5 + -0.710929,
 -3 + -0.588074,
 -3 + 0.331691,
  7 + 0.882629,
  3 + -0.550038,
  1 + -0.957022,
 -5 + 0.990136,
  5 + -0.558498,
 -3 + -0.842342,
 -1 + 0.000248163,
 -5 + 0.131952,
  7 + -0.167911,
  1 + -0.425364,
  7 + -0.372087,
  1 + 0.526899,
 -1 + -0.638801,
 -5 + -0.386877,
  7 + 0.871863,
 -7 + 0.459965,
  5 + -0.165079,
  5 + 0.296509,
 -3 + 0.833452,
 -7 + 0.744527,
 -3 + 0.626609,
  1 + -0.814472,
  3 + 0.998261,
 -7 + 0.270782,
  1 + -0.904688,
 -5 + 0.723069,
 -1 + -0.664172,
 -5 + -0.019654,
 -1 + 0.757106,
  7 + 0.780875,
  1 + -0.898937,
  3 + -0.485577,
 -3 + -0.140519,
 -3 + -0.240458,
 -1 + 0.353802,
 -7 + -0.918099,
  3 + -0.32276,
  3 + 0.672086,
 -3 + -0.335273,
  1 + -0.999146,
 -1 + -0.630338,
  7 + -0.544571,
 -7 + 0.470793,
 -3 + -0.581126,
 -1 + 0.135819,
 -1 + 0.0451301,
  5 + 0.479837,
 -3 + 0.172697,
  5 + 0.796663,
 -1 + -0.566894,
  1 + 0.470888,
  3 + 0.0653015,
 -7 + 0.792323,
  1 + -0.867727,
 -3 + 0.829587,
 -3 + -0.740408,
  3 + -0.830687,
  3 + 0.957641,
 -7 + -0.423364,
  3 + -0.893497,
  1 + -0.853771,
 -3 + 0.92187,
  1 + -0.929865,
 -3 + 0.198643,
  7 + 0.961747,
 -1 + -0.431994,
  7 + 0.35683,
 -1 + -0.871135,
  7 + 0.727451,
  7 + 0.458093,
 -3 + 0.22682,
 -3 + -0.827643,
 -3 + -0.189953,
  5 + -0.688236,
 -3 + -0.294562,
  5 + -0.903106,
 -5 + 0.444196,
 -1 + 0.2121,
 -5 + -0.214493,
 -5 + -0.392994,
 -3 + 0.665017,
  1 + 0.269187,
  7 + -0.745741,
  1 + -0.185388,
 -5 + -0.795616,
 -5 + -0.989525,
